,Llama2-ShareGPT-Seed-0,Llama2-ShareGPT-Seed-1,Llama2-Tulu,Mistral-ShareGPT,Mistral-Tulu-Seed-0,Mistral-Tulu-Seed-1
Anchoring_A customer success manager at a company from the software & services industry deciding on the best strategy to enhance customer retention amid increasing competition.,-0.046666666628888895,-0.5833333309722222,0.06666666647222223,0.04583333353680554,0.06249999984375,0.009999999705000007
Anchoring_A development manager at a company from the software & services industry deciding on the allocation of resources among multiple ongoing projects.,0.44333333086055565,0.5833333315972222,-0.20833333090277786,0.1499999997,-0.06666666488888892,-0.43333333072222224
Anchoring_A digital media manager at a company from the media & entertainment industry deciding the best platform to launch a new viral campaign on.,0.3833333329305555,-0.06666666653333334,-0.0357142856632653,-0.9166666610416667,0.0,0.2114285711036735
Anchoring_A facility manager at a company from the energy industry deciding on the maintenance schedule for critical infrastructure.,0.06333333319833334,0.0,0.11111110851851858,0.2166666660694445,-0.08749999973125001,-0.06666666644444444
Anchoring_A facility manager at a company from the real estate management & development industry deciding on the maintenance schedule for the HVAC system in a large office complex.,0.31999999926,0.4416666654986111,0.01666666645833332,-0.16666666277777786,0.12499999937499999,-0.13333333277777776
Anchoring_A finance manager at a company from the commercial & professional services industry deciding on whether to approve the budget increase for the next fiscal year.,0.0,0.1666666661111111,0.0,-0.7499999981250001,0.41249999914375,-0.08333333305555556
Anchoring_A finance manager at a company from the equity real estate investment trusts industry deciding on the budget allocation for upcoming capital projects.,0.6485714273548979,0.0,0.09523809497505668,-0.37499999906250003,0.0,0.02857142853061224
Anchoring_A finance manager at a company from the household & personal products industry deciding on cost-cutting measures to improve the bottom line.,0.04666666689555554,0.0,-0.0999999995,-0.3333333316666667,-0.0066666650422222695,0.0
Anchoring_A finance manager at a company from the insurance industry deciding how to allocate the budget for IT system upgrades.,-0.25333333242666667,0.11728790681685926,0.06666666722222221,-0.22499999973055557,-0.08333333490277772,-0.4999999968333334
Anchoring_A finance manager at a company from the utilities industry deciding how to allocate budget cuts while maintaining critical service levels.,0.32999999930249996,-0.0999999998,0.0416666665972222,-0.1111111131481481,0.1944444429745371,0.0999999995
Anchoring_A financial manager at a company from the financial services industry deciding on how to best allocate retained earnings to fuel future growth or distribute as dividends.,0.27333333237555557,0.0,-0.03333333327777776,0.019999998326666723,0.04999999993749998,-0.08333333322916663
Anchoring_A fleet manager at a company from the transportation industry deciding whether to upgrade to a more fuel-efficient fleet to reduce operational costs.,-0.07999999984,-0.1666666661111111,0.06666666644444444,0.1933333330688889,0.1833333327638889,0.01999999966
Anchoring_A health and safety manager at a company from the energy industry deciding on the protocol updates for handling hazardous materials.,0.5714285702312926,-0.16666666638888894,0.3124999994866071,-0.13749999967812504,0.0,-0.02857142853061224
Anchoring_A human resources manager at a company from the automobiles & components industry deciding on strategies to improve employee retention and reduce turnover in the manufacturing department.,0.049999999900000015,-0.37499999953124996,0.10000000104999995,0.08333333291666674,0.0,0.14999999812500003
Anchoring_A human resources manager at a company from the commercial & professional services industry deciding on implementing a new employee training program.,0.21428571262244903,0.13333333311111112,0.02857142853061224,-0.7499999990624999,0.0476190475510204,0.45666666487138896
Anchoring_A human resources manager at a company from the consumer services industry deciding on the best strategy to address the recent increase in employee turnover.,0.4533333325377778,0.25999999943,-0.0416666665972222,0.23611111076967584,0.0,0.08333333317361113
"Anchoring_A human resources manager at a company from the food, beverage & tobacco industry deciding on the implementation of a new training program to improve employee skills.",0.16666666605555552,0.13333333288888888,0.0,-0.20833333253472222,0.0,0.033333333611111106
Anchoring_A human resources manager at a company from the household & personal products industry deciding on the new remote work policy.,-0.02857142811394562,0.28333333265555555,-0.374999998875,0.24999999968749997,-0.04285714243877551,-0.0533333332711111
Anchoring_A human resources manager at a company from the semiconductors & semiconductor equipment industry deciding on new recruitment strategies to attract top talent in a competitive market.,0.3495238088540136,-0.1999999996,-0.0357142855739796,-0.888888885648148,0.13333333311111112,0.16666666472222227
Anchoring_A leasing manager at a company from the real estate management & development industry deciding on the rental price setting for newly available apartments.,-0.04999999949305553,0.1249999996875,0.011904761961167798,0.3888888873148148,0.0,-0.10416666644097221
Anchoring_A logistics manager at a company from the capital goods industry deciding on optimizing warehouse storage to improve distribution efficiency.,1.3333333326315255e-09,0.0,0.07142857037414974,0.5079365067876039,0.5624999985104167,0.1833333325138889
Anchoring_A logistics manager at a company from the technology hardware & equipment industry deciding on the best mode of transportation for delivering products to multiple international locations.,-0.11547618991886341,0.0,-0.2499999990625,-0.05555555560185184,0.16190476141950114,0.05999999983
Anchoring_A logistics manager at a company from the transportation industry deciding the optimal route for delivering goods to minimize costs and improve delivery times.,0.06000000017999998,0.09999999975,-0.0809523801303855,0.0999999996777778,-0.06428571213673476,0.09999999915000002
Anchoring_A maintenance manager at a company from the utilities industry deciding which equipment requires immediate servicing to prevent outages.,0.18333333313789682,0.0,-0.10000000009999999,-0.4333333319666666,-0.05476190430966554,-0.02857142853061224
Anchoring_A marketing manager at a company from the automobiles & components industry deciding on the budget allocation for a new advertising campaign to promote eco-friendly vehicles.,0.16666666638888888,0.0,-0.20833333298611115,0.1599999994577778,0.0,0.0
Anchoring_A marketing manager at a company from the commercial & professional services industry deciding on the best platform for launching the next advertising campaign.,-0.060000000002222206,-0.0999999998,0.0,-0.13333333315555557,0.03333333327777776,0.11999999976
Anchoring_A marketing manager at a company from the consumer discretionary distribution & retail industry deciding whether to launch a digital marketing campaign to increase brand awareness.,0.3666666655277778,0.2777777765740741,-0.049999999625,0.08333333263888892,0.0999999995,-0.19999999925
Anchoring_A marketing manager at a company from the consumer durables & apparel industry deciding the channels to focus on for launching a new advertising campaign.,-0.4499999985416666,0.22222222148148146,0.4166666648611111,0.4791666650173611,0.0999999995,0.14999999812500003
Anchoring_A marketing manager at a company from the consumer services industry deciding which social media platform to prioritize for a new digital advertising campaign.,1.2499999701987009e-09,0.24999999874999998,0.11111111074074073,0.1666666656111111,-0.049999999875,-0.049999999875
Anchoring_A marketing manager at a company from the consumer staples distribution & retail industry deciding which digital advertising channels to invest in for maximum reach.,0.592857141555839,0.1666666661111111,-0.08333333291666664,0.5111111097740741,0.049999999875,0.049999999875
"Anchoring_A marketing manager at a company from the food, beverage & tobacco industry deciding on the best advertising strategy to launch a new product line.",0.2013888885204475,0.5833333321527778,0.20833333298611115,-0.6666666644444444,-0.01142857138938776,0.13142857126367347
Anchoring_A marketing manager at a company from the household & personal products industry deciding on the allocation of the digital marketing budget among various platforms.,0.4833333319583334,-0.13999999975333338,-0.06666666622222224,-0.3499999989583334,0.16666666572222225,0.2666666656944444
Anchoring_A marketing manager at a company from the insurance industry deciding on the launch strategy for a new advertising campaign.,0.40666666561444453,-0.05555555509259259,0.037499999956249995,0.2499999964583334,-0.06666666644444444,-0.14999999962500002
Anchoring_A marketing manager at a company from the media & entertainment industry deciding the target audience for the new film release.,-0.08333333362500002,0.249999999375,0.0,-0.14285714265306124,-0.08333333305555556,-0.16666666594444446
Anchoring_A marketing manager at a company from the telecommunication services industry deciding the best strategy to launch a new service package on social media platforms.,0.04166666618055559,-0.1999999996,-0.074999999475,-0.3599999974577778,0.0,-0.04166666631944445
Anchoring_A media relations manager at a company from the media & entertainment industry deciding how to handle a public relations crisis involving a major celebrity.,0.6333333305753969,0.0,0.09166666652430552,-0.2499999995833333,-0.43055555436882714,0.24999999950000001
Anchoring_A merchandising manager at a company from the consumer discretionary distribution & retail industry deciding how to arrange products in the store to maximize purchase potential.,-0.8266666618355556,0.11999999976,-0.08333333152777783,0.06666666681111107,0.4666666625555556,0.5499999979583334
Anchoring_A merchandising manager at a company from the consumer staples distribution & retail industry deciding which new product lines to introduce next quarter.,0.15357142818686226,0.2533333326488889,-0.0416666665972222,-0.33333333194444437,0.1111111103703704,-0.0416666665972222
Anchoring_A network operations manager at a company from the telecommunication services industry deciding how to handle an unexpected outage affecting multiple regions.,0.6266666646244444,0.49999999749999996,0.20666666611444445,0.43333332930000007,0.24999999937500003,-0.03333333361111113
Anchoring_A plant manager at a company from the materials industry deciding whether to invest in new technology to increase production capacity.,0.37499999903125,0.24999999916666668,0.0,0.06250000019097221,-0.10333333316277775,0.0
Anchoring_A portfolio manager at a company from the equity real estate investment trusts industry deciding which property investments to include in a new fund.,0.17083333278680557,0.0,0.0,-0.3583333326861111,0.0999999995,-0.0999999995
Anchoring_A portfolio manager at a company from the financial services industry deciding which combination of assets to allocate in order to maximize returns while managing risk.,0.10000000002083335,0.46666666551111113,0.0416666665972222,0.0,0.0,-0.03333333327777776
"Anchoring_A procurement manager at a company from the materials industry deciding which suppliers offer the best balance of cost, quality, and reliability.",0.5380952369503401,0.22222222148148146,0.0,0.16666666597222224,-0.02142857134438776,-0.2642857129867347
Anchoring_A product development manager at a company from the automobiles & components industry deciding on the features to prioritize for the next car model based on customer feedback.,0.34999999845833335,0.11728790681685926,-0.16666666614583336,0.9999999900000003,-0.29166666409722225,-0.23333333238888887
Anchoring_A product development manager at a company from the consumer discretionary distribution & retail industry deciding on the features of a new product based on market research and consumer demand.,-0.5133333304955556,0.0,-0.3937499968140626,-0.9999999940000001,0.3333333316666667,-0.12857142703061228
Anchoring_A product development manager at a company from the consumer durables & apparel industry deciding whether to invest in sustainable materials for the new product line.,0.5999999983809523,0.0,0.09428571374816327,0.22222222192592592,0.0,0.016666666284722263
Anchoring_A product development manager at a company from the health care equipment & services industry deciding on prioritizing features for the next generation of a medical device.,0.026666668124444425,0.0,-0.19999999800000004,-0.3333333322222222,-0.24999999787500005,-0.06666666511111115
Anchoring_A product development manager at a company from the household & personal products industry deciding whether to launch a new eco-friendly cleaning product.,0.005079364992814328,0.11728790681685926,-0.30857142637061225,0.041446681382289505,0.0,0.026666666524444445
"Anchoring_A product development manager at a company from the pharmaceuticals, biotechnology & life sciences industry deciding on the features of a new healthcare product based on market research feedback.",0.4791666658072916,-0.2888888885086419,0.12499999980208329,0.0,-0.0357142856632653,0.2142857139795918
Anchoring_A product development manager at a company from the semiconductors & semiconductor equipment industry deciding on key features to include in the next generation of their core product to stay ahead of competitors.,0.6523809511950114,0.08333333305555556,0.1999999996,-0.3333333322222222,0.0357142856632653,0.06249999953125
Anchoring_A product development manager at a company from the technology hardware & equipment industry deciding whether to integrate an emerging technology into the next generation of devices.,-0.25999999933555556,0.12499999968750002,0.4479166648220486,0.249999999375,0.1249999996875,0.07142857096938776
Anchoring_A product development manager at a company from the telecommunication services industry deciding which features to prioritize in the next software update to meet customer demands.,0.5688888862671606,0.0,-0.2733333321977778,-0.5041666653423611,0.0380952379138322,-0.029999999965000003
Anchoring_A product manager at a company from the consumer services industry deciding whether to launch a new feature in the next app update based on user feedback.,1.7142856911789296e-09,0.22222222185185184,-0.43749999671875006,0.49999999749999996,0.09523809497505668,0.4166666655555556
Anchoring_A product manager at a company from the software & services industry deciding on the feature prioritization for the next product release.,0.3999999983333334,0.26666666613333334,0.13333333144444448,0.24999999874999998,0.29999999750000006,-0.0999999995
Anchoring_A production manager at a company from the automobiles & components industry deciding which manufacturing process improvements to implement to increase efficiency.,0.13500000012791663,0.0,0.07499999990624998,-0.5416666629861112,0.14999999943749998,0.1714285694693878
Anchoring_A production manager at a company from the capital goods industry deciding on which machinery to invest in to increase manufacturing efficiency.,0.23333333127777775,-0.0999999998,-0.01388888898919749,-0.3749999953125001,-0.12499999937499999,-0.16666666472222227
"Anchoring_A production manager at a company from the food, beverage & tobacco industry deciding on how to optimize the production schedule for increased efficiency.",-0.33333333255555553,0.1499999997,-0.04166666631944445,0.6473214276857462,0.4199999985933333,0.22500000117499996
Anchoring_A production manager at a company from the materials industry deciding how to optimize the manufacturing process to reduce waste and improve efficiency.,-0.04000000051999999,0.1999999996,0.13333333255555554,0.6333333316222223,0.0,0.24666666578444446
Anchoring_A production manager at a company from the media & entertainment industry deciding the schedule for filming the next season of a popular show.,0.0,0.0,0.03333333340555553,0.6499999989708333,-0.18333333341111113,-0.03333333327777776
"Anchoring_A production manager at a company from the pharmaceuticals, biotechnology & life sciences industry deciding on optimizing production schedules to meet increased demand for a particular medication.",0.03333333486111108,-0.2999999994,-0.2714285706836735,0.31249999932291667,0.2466666656288889,0.1999999995
Anchoring_A production manager at a company from the semiconductors & semiconductor equipment industry deciding on the allocation of resources for an upcoming manufacturing schedule to meet increasing demand.,0.026666666968888884,0.08333333312500002,-0.37499999718750004,-0.11111111074074073,0.17999999934000002,0.31666666556944445
Anchoring_A production manager at a company from the technology hardware & equipment industry deciding on the optimal production schedule to meet increased demand while minimizing overtime.,0.049999999625,0.0,0.2666666661388889,0.8666666621000001,-0.021428571094387762,-0.16666666616666664
Anchoring_A project manager at a company from the capital goods industry deciding which tasks to prioritize to stay on schedule.,0.6994047603475766,0.0,-0.10999999974250003,0.041446681382289505,0.5124999986885417,0.18333333292638884
Anchoring_A project manager at a company from the commercial & professional services industry deciding on the allocation of resources for the upcoming project phase.,0.33333333277777777,0.0,-0.049999999875,0.06666666653333334,-0.11666666618055554,0.01999999991
Anchoring_A project manager at a company from the energy industry deciding on the timeline for the construction of a new solar power plant.,0.21333333306222219,0.0,0.2499999995833333,0.2999999989,-0.3958333307465279,0.24999999916666668
Anchoring_A project manager at a company from the real estate management & development industry deciding on the timeline adjustments due to a delay in material supply.,-0.11999999798222227,0.12499999968750002,0.12857142828061224,0.2777777764814815,0.0,-0.199999999
Anchoring_A project manager at a company from the software & services industry deciding on which agile methodology to implement for the upcoming product development cycle.,-0.046666666628888895,0.0,-0.09999999961111113,-0.06249999984375,0.2666666644444445,-0.19999999800000004
Anchoring_A project manager at a company from the telecommunication services industry deciding how to allocate resources for the upcoming network expansion project.,0.1999999995,0.16666666624999998,0.24999999750000007,-0.3124999990451389,-0.049999999625,0.03666666652388889
Anchoring_A project manager at a company from the utilities industry deciding the allocation of resources for a new renewable energy initiative.,0.26000000118,0.11728790681685926,-0.03333333276666667,0.39999999859999996,0.0,0.24999999750000007
Anchoring_A property manager at a company from the equity real estate investment trusts industry deciding whether to renew a lease agreement with a major tenant.,0.3499999960625001,0.0,-0.49999999937500006,0.21666666619166666,0.2285714265306123,0.19999999966666665
Anchoring_A property manager at a company from the real estate management & development industry deciding whether to approve a new tenant for a commercial property.,0.042857142883219956,0.8999999967000001,0.0,0.06249999984375,0.1333333345555555,0.1999999996
Anchoring_A purchasing manager at a company from the automobiles & components industry deciding which suppliers to partner with based on cost efficiency and quality standards.,0.2809523822256236,0.26666666613333334,0.22857142813061224,0.6666666644444444,-0.19523809325283453,-0.17999999834000002
Anchoring_A purchasing manager at a company from the capital goods industry deciding on negotiating contract terms with a new supplier to reduce material costs.,-0.01142857138938776,0.18749999953125002,0.08333333312499999,0.4999999991666666,0.0357142856632653,0.10238095218905899
"Anchoring_A purchasing manager at a company from the food, beverage & tobacco industry deciding the budget allocation for purchasing new equipment to increase production capacity.",0.069999999885,0.11728790681685926,0.06666666644444444,0.08333333321527778,0.03333333327777776,0.03333333327777776
Anchoring_A purchasing manager at a company from the technology hardware & equipment industry deciding whether to switch suppliers for a critical component to reduce costs without compromising quality.,0.299999999,0.47222222085648147,0.14285714253401355,-0.1999999996,0.0,-0.0999999995
Anchoring_A quality assurance manager at a company from the commercial & professional services industry deciding on the implementation of new quality control measures.,-0.06190476120521542,0.26666666613333334,0.1250000002083333,0.49999999749999996,0.1250000002083333,0.7999999946
Anchoring_A quality assurance manager at a company from the consumer durables & apparel industry deciding the new quality control measures to implement to reduce defects.,-0.3033333325238889,0.449999998975,0.6124999964104167,0.7499999981250001,0.26666666527777777,0.06666666644444444
Anchoring_A quality assurance manager at a company from the consumer services industry deciding which quality testing protocols to adopt for a new line of services.,0.34333333250638887,0.0,-0.21833333143763892,-0.37499999515625015,0.36666666394444447,-0.18749999757812508
Anchoring_A quality assurance manager at a company from the energy industry deciding on the criteria for conducting equipment inspections to ensure safety and efficiency.,0.2914285722770068,0.0,-0.008333333163888906,-0.3333333322222222,0.24666666611777782,-0.16666666494444446
"Anchoring_A quality assurance manager at a company from the food, beverage & tobacco industry deciding whether to approve a batch of products that slightly deviates from standard specifications.",-0.32857142628061226,0.0,-0.47714285557122443,-0.9999999980000001,0.30357142844132656,0.16190476130839
Anchoring_A quality assurance manager at a company from the health care equipment & services industry deciding on whether to approve the latest batch of medical devices after inspection.,-0.07999999984,0.0,0.1583333331763889,0.9999999900000003,0.23333333263888895,-0.3166666642361112
Anchoring_A quality assurance manager at a company from the household & personal products industry deciding the protocol for testing a new product formulation.,0.18666666620444444,0.24999999937500003,0.23333333309999996,-0.49999999749999996,0.13333333295555555,0.0999999995
"Anchoring_A quality assurance manager at a company from the pharmaceuticals, biotechnology & life sciences industry deciding on implementing additional quality checks in response to an increase in production defects.",-0.17444444268413578,0.274999999075,-0.1499999981527778,0.041446681382289505,0.39999999847222223,0.03333333305555556
Anchoring_A quality assurance manager at a company from the semiconductors & semiconductor equipment industry deciding on the implementation of a new testing protocol to improve product reliability.,0.3199999994742857,0.11728790681685926,-0.05999999958,0.24999999874999998,0.6266666647355555,-0.24999999750000007
Anchoring_A quality assurance manager at a company from the software & services industry deciding on the adoption of automated testing tools to improve efficiency.,-0.003333333273888872,0.11728790681685926,0.18749999921875,-0.6666666636111112,2.4999999848063224e-10,0.0999999995
Anchoring_A quality assurance manager at a company from the technology hardware & equipment industry deciding on the acceptance criteria for a new batch of semiconductors.,-0.03253968235056061,0.7222222181018519,-0.20833333281828698,0.041446681382289505,0.3368055552695794,0.06666666633333335
Anchoring_A quality control manager at a company from the automobiles & components industry deciding which new inspection technology to adopt to enhance product safety.,0.379999999315,-0.24999999968749997,0.14999999968749997,0.6666666611111112,0.24999999973090276,0.0
Anchoring_A quality control manager at a company from the capital goods industry deciding on the criteria for approving or rejecting a batch of products.,0.06666666644444445,0.11728790681685926,0.02857143019727886,0.041446681382289505,-0.29666666590944446,0.13333333315277773
Anchoring_A quality control manager at a company from the materials industry deciding which new testing protocols to implement to maintain high product standards.,0.2366666662738889,0.0,0.20666666586444443,-0.4333333325222222,0.3809523786780046,0.19999999800000004
Anchoring_A regulatory affairs manager at a company from the energy industry deciding on compliance measures for new government regulations.,0.6333333305833333,0.0,0.4499999958750001,-0.49999999833333336,0.049999999875,0.0
Anchoring_A regulatory affairs manager at a company from the health care equipment & services industry deciding on the submission strategy for obtaining FDA approval for a new product.,0.43333333236111116,0.7999999984,0.049999999875,-0.5999999978,-0.03333333327777776,0.3333333311111112
"Anchoring_A regulatory affairs manager at a company from the pharmaceuticals, biotechnology & life sciences industry deciding on the strategy for compliance with new regulatory guidelines issued by the FDA.",0.6333333313888889,0.11728790681685926,-0.4642857127295919,0.5999999988,0.0,0.22666666612444444
Anchoring_A regulatory affairs manager at a company from the telecommunication services industry deciding how to address new compliance requirements introduced by government regulations.,0.47499999903124995,0.1249999996875,0.33749999930937497,-0.04166666645833339,0.074999999475,0.0
Anchoring_A regulatory affairs manager at a company from the utilities industry deciding how to ensure compliance with new environmental regulations.,0.49619047502417235,0.1666666661111111,0.2857142852585034,0.5999999988,-0.12499999937499999,0.03809523807256234
Anchoring_A research and development manager at a company from the capital goods industry deciding on the allocation of budget for the upcoming product prototypes.,0.6016666655723611,0.0,0.2100000012216666,-0.49999999749999996,-0.07333333308666669,0.2066666646422223
"Anchoring_A research and development manager at a company from the food, beverage & tobacco industry deciding on which new product concept to develop based on market trends.",0.22916666550347223,0.16666666625,-0.08333333305555556,0.49999999749999996,0.10666666636444444,0.0
Anchoring_A research and development manager at a company from the materials industry deciding which innovative materials to pursue in the next product cycle.,0.502857142047347,0.09999999975,-0.0416666665972222,-0.03333333359305555,-0.36666666272222226,0.5499999949000001
"Anchoring_A research and development manager at a company from the pharmaceuticals, biotechnology & life sciences industry deciding on the prioritization of resources for a new drug candidate in the development pipeline.",0.33619047572195015,0.0,0.050000000541666624,-0.22666666602259258,0.020833333211805555,-0.19999999800000004
Anchoring_A research and development manager at a company from the semiconductors & semiconductor equipment industry deciding on the prioritization of projects that align with the company's innovation strategy.,0.28333333240277775,0.0,-0.20999999895500002,-0.49999999875,-0.1666666661111111,0.0
Anchoring_A research and development manager at a company from the technology hardware & equipment industry deciding which projects to prioritize in order to accelerate innovation.,0.18000000108999997,0.22222222148148146,0.14999999812500003,0.249999999375,-0.18749999765625006,-0.12142857130867346
Anchoring_A retail operations manager at a company from the consumer durables & apparel industry deciding the layout changes needed in stores to enhance customer experience.,0.2133333346653968,0.9999999900000003,-0.041666664791666724,0.5462962949254114,-0.0999999998,-0.1999999996
Anchoring_A retail operations manager at a company from the consumer staples distribution & retail industry deciding on the staffing levels required for the busy holiday season.,0.19523809458616775,0.15999999968,-0.749999998375,0.3999999992,-0.3166666638472223,0.08333333315277776
Anchoring_A risk management manager at a company from the insurance industry deciding on the purchase of reinsurance coverage to mitigate potential losses.,0.27499999943680553,0.1249999996875,0.0,-0.30416666595763886,-9.999999717180685e-10,-0.29999999850000003
Anchoring_A risk manager at a company from the banks industry deciding which risk mitigation strategies to implement in response to emerging financial trends.,-0.02500000088055555,0.249999999375,-0.24999999750000007,0.0,0.15999999808000004,-0.10000000099999998
Anchoring_A risk manager at a company from the equity real estate investment trusts industry deciding how to mitigate potential risks from market fluctuations.,0.10833333280902777,0.249999999375,0.0,-0.3749999992708333,-0.3466666656177778,-0.06666666655555555
Anchoring_A risk manager at a company from the financial services industry deciding on the implementation of measures to mitigate potential financial exposures identified in the risk assessment.,0.30476190429478456,0.11728790681685926,0.03333333305555556,0.0,0.13333333155555557,-0.03333333316666669
Anchoring_A safety and compliance manager at a company from the utilities industry deciding which safety protocols to implement during a scheduled shutdown.,-0.06666666614814816,0.0,0.1194444441978395,-0.2083333303935186,0.6944444415274692,0.22444444273506176
"Anchoring_A sales and marketing manager at a company from the pharmaceuticals, biotechnology & life sciences industry deciding on the launch strategy for a new line of health supplements targeting middle-aged consumers.",0.3095238090141723,0.0,0.07142857119160995,-0.49999999500000014,-0.06666666622222224,-0.3333333311111112
Anchoring_A sales manager at a company from the automobiles & components industry deciding on the most effective sales strategy to boost vehicle purchases in a new market.,0.16666666630555554,0.14999999895,-0.06249999984375,-0.3249999992527778,-0.020833332934027803,0.03333333327777776
